2020/1/9 16:32:24 40us
CH1			CH2			CH3			CH4
0.024109	0.021973	0.036011	0.068054
0.025635	0.021667	0.036316	0.068054
0.026550	0.021667	0.036926	0.068054
0.028076	0.021667	0.037537	0.067749
0.028076	0.021362	0.036011	0.067444
0.028381	0.020752	0.036011	0.067139
0.028381	0.019836	0.035095	0.067139
0.028381	0.019531	0.034485	0.066528
0.029297	0.018921	0.034790	0.067139
0.028992	0.018616	0.033264	0.066223
0.029297	0.018311	0.033264	0.066223
0.031128	0.018616	0.034180	0.066223
0.033264	0.018921	0.036621	0.066528
0.033569	0.018005	0.035706	0.066528
0.034180	0.018311	0.036011	0.066528
0.035706	0.017700	0.036926	0.066833
0.037231	0.016785	0.037231	0.066528
0.037537	0.017090	0.036621	0.066528
0.039978	0.017090	0.038757	0.066528
0.039978	0.016479	0.037537	0.066223
0.039978	0.016174	0.036621	0.066223
0.039978	0.015869	0.036316	0.065918
0.039673	0.014954	0.034790	0.065613
0.040283	0.014343	0.033875	0.065308
0.040894	0.014038	0.034790	0.065613
0.041199	0.013428	0.033875	0.065308
0.042725	0.014038	0.034790	0.065613
0.043945	0.013733	0.036011	0.065613
0.045166	0.013733	0.036316	0.065002
0.044556	0.013428	0.034790	0.064697
0.046387	0.013428	0.036316	0.065308
0.049133	0.013733	0.038147	0.065308
0.047302	0.013123	0.036011	0.064697
0.048828	0.012512	0.035400	0.064697
0.049744	0.012512	0.031433	0.064392
0.050049	0.012207	0.024719	0.064392
0.049744	0.012207	0.050659	0.064697
0.050964	0.011902	0.034790	0.064697
0.054626	0.012207	-0.051880	0.064697
0.063171	0.011597	-0.147095	0.064697
0.034485	0.012207	-0.186157	0.065002
0.048218	0.012817	-0.220032	0.065613
0.086975	0.014038	-0.288391	0.065002
0.135498	0.008545	-0.313416	0.065613
0.142822	0.001526	-0.260010	0.064392
0.139160	-0.013733	-0.137634	0.068970
0.096741	-0.037842	0.061340	0.066223
0.036011	-0.042419	0.326233	0.056152
-0.026855	-0.041199	0.632629	0.065002
-0.105286	-0.049133	0.942078	0.083923
-0.187378	-0.061340	1.264648	0.084229
-0.285339	-0.085144	1.622009	0.069275
-0.335083	-0.139771	1.936035	0.063477
-0.348816	-0.175171	2.180481	0.060425
-0.339355	-0.156555	2.351685	0.056152
-0.350037	-0.144043	2.509460	0.058289
-0.339355	-0.123291	2.660217	0.046997
-0.317078	-0.098572	2.782288	0.035706
-0.251770	-0.090637	2.853699	0.036011
-0.180664	-0.089417	2.867432	0.045471
-0.086060	-0.057678	2.849731	0.049438
0.022278	0.006104	2.792358	0.066528
0.151062	0.066223	2.646790	0.084839
0.307617	0.126953	2.404480	0.104370
0.487366	0.198364	2.090759	0.115356
0.698853	0.291138	1.736145	0.121460
0.926514	0.380249	1.368103	0.118713
1.156311	0.423279	0.991211	0.127258
1.413574	0.420837	0.598450	0.133972
1.719666	0.401611	0.183105	0.129700
2.021790	0.364685	-0.183411	0.119019
2.334595	0.301819	-0.493469	0.103149
2.649231	0.181885	-0.775146	0.080261
2.949219	0.053406	-1.062927	0.042419
3.255005	-0.060120	-1.348877	-0.009460
3.570557	-0.149231	-1.605530	-0.054626
3.838806	-0.205994	-1.816406	-0.092468
4.048157	-0.235901	-2.005005	-0.135803
4.234619	-0.248413	-2.186279	-0.181274
4.390869	-0.267944	-2.376404	-0.217896
4.478455	-0.291138	-2.582703	-0.234070
