2020/1/9 9:21:59 40us
CH1			CH2			CH3			CH4
-0.008240	-0.019531	0.003357	-0.010681
-0.008240	-0.020142	0.003052	-0.010376
-0.008545	-0.020447	0.003052	-0.010681
-0.008545	-0.019836	0.003052	-0.010376
-0.007935	-0.020447	0.002747	-0.010376
-0.008545	-0.020142	0.002747	-0.010681
-0.008545	-0.019836	0.002747	-0.010071
-0.008545	-0.020142	0.002441	-0.010376
-0.008545	-0.019836	0.002441	-0.010681
-0.008545	-0.020142	0.002441	-0.010071
-0.008240	-0.020447	0.002441	-0.010376
-0.008545	-0.021057	0.003052	-0.010681
-0.008545	-0.020752	0.002136	-0.010376
-0.008850	-0.020447	0.002136	-0.010376
-0.008545	-0.021057	0.002747	-0.010376
-0.008545	-0.021057	0.002441	-0.010681
-0.008240	-0.020447	0.002136	-0.010376
-0.008545	-0.020752	0.002747	-0.010071
-0.008240	-0.021057	0.002441	-0.010681
-0.008545	-0.020752	0.002136	-0.010986
-0.008240	-0.020447	0.002747	-0.010681
-0.008545	-0.020752	0.002136	-0.010681
-0.008240	-0.021057	0.002441	-0.010681
-0.008240	-0.020752	0.002441	-0.010986
-0.008545	-0.020752	0.002441	-0.010376
-0.008545	-0.021057	0.002747	-0.010681
-0.008545	-0.020752	0.002441	-0.010376
-0.008545	-0.020447	0.002747	-0.010376
-0.008545	-0.020447	0.002441	-0.010376
-0.008545	-0.020752	0.002747	-0.010681
-0.008545	-0.020447	0.002747	-0.010376
-0.008545	-0.020447	0.002747	-0.010681
-0.008545	-0.020447	0.002747	-0.010681
-0.007935	-0.020752	0.002747	-0.010376
-0.008545	-0.020752	0.003052	-0.010376
-0.008240	-0.020447	0.003052	-0.010071
-0.007935	-0.020752	0.002441	-0.009766
-0.008240	-0.020142	0.003052	-0.009766
-0.008240	-0.020447	0.002747	-0.009460
-0.008545	-0.020142	0.002441	-0.010681
-0.008545	-0.019836	0.003357	-0.011902
-0.008240	-0.019836	0.003052	-0.006714
-0.008545	-0.019836	-0.001526	0.000916
-0.009460	-0.019836	-0.002136	0.005188
-0.007019	-0.020752	-0.003967	0.004578
-0.005798	-0.019836	-0.000916	0.036621
-0.010681	-0.016479	-0.027466	0.202942
-0.003052	-0.021362	-0.101318	0.443115
-0.016479	-0.014038	-0.100098	0.664063
0.020447	-0.028687	-0.054321	0.842896
0.016479	-0.001526	0.046692	1.009521
-0.015869	0.046997	0.245361	1.165161
-0.057983	0.038757	0.461731	1.324158
-0.139160	0.003967	0.678406	1.451111
-0.213318	-0.068665	0.948181	1.509705
-0.190735	-0.157471	1.238098	1.452637
-0.167542	-0.248718	1.575012	1.267700
-0.107422	-0.382996	1.898193	0.941162
-0.023499	-0.498352	2.086182	0.481873
0.054626	-0.560608	2.162781	0.002441
0.133057	-0.555115	2.136841	-0.553589
0.177917	-0.479431	2.014160	-1.179504
0.240479	-0.380249	1.828613	-1.802673
0.278015	-0.227661	1.567078	-2.415466
0.298767	-0.011902	1.193237	-2.911072
0.336304	0.253601	0.732422	-3.333740
0.399170	0.507813	0.230713	-3.702698
0.447083	0.724182	-0.278625	-3.995972
0.467224	0.936890	-0.811462	-4.277344
0.477600	1.100464	-1.291809	-4.506226
0.458984	1.260071	-1.759033	-4.609375
0.427856	1.403809	-2.205811	-4.607544
0.421753	1.530762	-2.597046	-4.519043
0.392456	1.628723	-2.899475	-4.365234
0.373840	1.673584	-3.119812	-4.158936
0.332642	1.662292	-3.269348	-3.863220
0.244751	1.621704	-3.365479	-3.507996
0.131531	1.526489	-3.399658	-3.049927
0.032349	1.367493	-3.353577	-2.560730
-0.068970	1.146851	-3.202515	-2.009583
-0.164490	0.874939	-2.948608	-1.435242
-0.267944	0.681763	-2.625732	-0.863953
-0.353088	0.592041	-2.293701	-0.279846
-0.398560	0.583496	-1.951294	0.300598
-0.408325	0.649109	-1.651001	0.858459
-0.393372	0.720825	-1.392517	1.368713
-0.326538	0.795593	-1.118469	1.815186
-0.193176	0.879211	-0.860291	2.162170
-0.066833	0.966187	-0.648193	2.430115
0.079346	1.030273	-0.443420	2.637024
0.248108	0.996094	-0.260010	2.774353
0.420227	0.887146	-0.108643	2.876282
0.585938	0.738220	0.030518	2.864075
0.685120	0.538025	0.112305	2.760925
0.697327	0.307922	0.167542	2.632141
0.644531	0.034790	0.206299	2.472839
0.559998	-0.308228	0.251465	2.289734
0.466614	-0.693970	0.291138	2.054443
0.309753	-1.120605	0.308838	1.778870
0.119324	-1.575928	0.321045	1.484375
-0.138245	-1.992798	0.323792	1.199341
-0.457764	-2.381287	0.328064	0.976868
-0.745850	-2.702942	0.323181	0.811462
-0.977173	-2.980652	0.304260	0.665588
-1.199341	-3.233337	0.319214	0.551147
-1.389465	-3.454590	0.369873	0.506897
-1.539917	-3.624573	0.445251	0.532837
-1.639709	-3.739624	0.545959	0.630493
-1.651001	-3.836365	0.647888	0.773315
-1.594238	-3.908081	0.746765	0.911865
-1.479797	-3.958740	0.865784	1.045227
-1.359863	-3.958130	0.992737	1.181641
-1.243286	-3.850098	1.123962	1.307983
-1.118469	-3.612671	1.241455	1.412964
-0.985107	-3.282166	1.338196	1.512451
-0.831604	-2.902832	1.437988	1.621094
-0.675354	-2.453308	1.524048	1.707458
-0.534973	-1.982422	1.584473	1.769409
-0.396423	-1.430664	1.624146	1.822205
-0.276794	-0.823669	1.647644	1.879883
-0.158691	-0.224609	1.660156	1.906433
-0.043335	0.372009	1.663818	1.892090
0.079041	0.930481	1.685791	1.853027
0.196533	1.447144	1.729126	1.816101
0.288696	1.914368	1.784058	1.742554
0.349121	2.335205	1.862488	1.621399
0.415344	2.685852	1.959229	1.452332
0.478210	2.919006	2.069092	1.271362
0.537109	3.039246	2.178650	1.073303
0.589905	2.994080	2.272949	0.836487
0.604858	2.840271	2.324219	0.592957
0.588684	2.643738	2.305298	0.328979
0.564880	2.406311	2.223206	0.044250
0.538330	2.099304	2.063904	-0.232544
0.521545	1.731567	1.828308	-0.523376
0.521545	1.330566	1.535339	-0.804749
0.500793	0.934143	1.187134	-1.095276
0.461731	0.578308	0.763855	-1.381531
0.418091	0.252686	0.291748	-1.649780
0.387268	-0.077209	-0.169983	-1.878967
0.393066	-0.375977	-0.581665	-2.070618
0.429688	-0.631409	-0.963745	-2.227783
0.478821	-0.816956	-1.330261	-2.384644
0.521240	-0.919189	-1.655273	-2.539978
0.560303	-0.972290	-1.922607	-2.661438
0.623779	-0.982361	-2.137451	-2.720947
0.704041	-0.949707	-2.303162	-2.745056
0.787354	-0.850525	-2.448425	-2.736816
0.858459	-0.759277	-2.560425	-2.645874
0.890503	-0.693665	-2.667542	-2.450256
0.900574	-0.579834	-2.777100	-2.201233
0.910645	-0.408630	-2.865601	-1.892395
0.912476	-0.253296	-2.929077	-1.535339
0.899658	-0.094604	-2.981873	-1.150513
0.837402	0.126953	-3.005981	-0.716248
0.721130	0.398865	-2.976379	-0.304871
0.599976	0.701599	-2.911987	0.084534
0.476685	0.994263	-2.841187	0.411682
0.343628	1.277466	-2.731628	0.671082
0.221252	1.549072	-2.538452	0.848999
0.097351	1.781311	-2.307739	0.969238
-0.012207	1.969604	-2.074890	0.978394
-0.101013	2.113647	-1.836548	0.849304
-0.174561	2.180481	-1.602478	0.647278
-0.221558	2.141724	-1.342163	0.434265
-0.254211	1.980591	-1.054688	0.196228
-0.293274	1.777649	-0.759277	-0.092468
-0.328979	1.577148	-0.461426	-0.350342
-0.379639	1.327820	-0.185852	-0.563354
-0.429688	1.070862	0.063477	-0.764160
-0.479431	0.836487	0.277405	-0.925293
-0.529480	0.585022	0.457764	-1.054382
